id,file_path,language,is_executable,execution_status,line_number
ex-3969,docs/deep_research/2026_04_27/11_continuous_energy_counterbalance.md,mermaid,True,pending,74
ex-3970,docs/deep_research/2026_04_27/11_continuous_energy_counterbalance.md,text,False,pending,112
ex-3971,docs/deep_research/2026_04_27/11_continuous_energy_counterbalance.md,text,False,pending,124
ex-3972,docs/deep_research/2026_04_27/11_continuous_energy_counterbalance.md,text,False,pending,130
ex-3973,docs/deep_research/2026_04_27/11_continuous_energy_counterbalance.md,text,False,pending,153
ex-3974,docs/deep_research/2026_04_27/11_continuous_energy_counterbalance.md,text,False,pending,172
ex-3975,docs/deep_research/2026_04_27/11_continuous_energy_counterbalance.md,text,False,pending,192
ex-3976,docs/deep_research/2026_04_27/11_continuous_energy_counterbalance.md,text,False,pending,198
ex-3977,docs/deep_research/2026_04_27/11_continuous_energy_counterbalance.md,text,False,pending,219
ex-3978,docs/deep_research/2026_04_27/11_continuous_energy_counterbalance.md,mermaid,True,pending,242
ex-3979,docs/api/API_MASTER_REFERENCE.md,yaml,False,pending,52
ex-3980,docs/api/API_MASTER_REFERENCE.md,yaml,False,pending,91
ex-3981,docs/api/API_MASTER_REFERENCE.md,yaml,False,pending,112
ex-3982,docs/api/API_MASTER_REFERENCE.md,python,True,pending,138
ex-3983,docs/api/API_MASTER_REFERENCE.md,graphql,True,pending,167
ex-3984,docs/api/API_MASTER_REFERENCE.md,bash,True,pending,194
ex-3985,docs/api/API_MASTER_REFERENCE.md,bash,True,pending,200
ex-3986,docs/api/API_MASTER_REFERENCE.md,bash,True,pending,211
ex-3987,docs/api/API_MASTER_REFERENCE.md,yaml,False,pending,222
ex-3988,docs/api/API_MASTER_REFERENCE.md,yaml,False,pending,244
ex-3989,docs/api/API_MASTER_REFERENCE.md,yaml,False,pending,267
ex-3990,docs/api/API_MASTER_REFERENCE.md,yaml,False,pending,289
ex-3991,docs/api/API_MASTER_REFERENCE.md,yaml,False,pending,312
ex-3992,docs/api/API_MASTER_REFERENCE.md,yaml,False,pending,338
ex-3993,docs/api/API_MASTER_REFERENCE.md,yaml,False,pending,353
ex-3994,docs/api/API_MASTER_REFERENCE.md,bash,True,pending,378
ex-3995,docs/api/API_MASTER_REFERENCE.md,text,False,pending,388
ex-3996,docs/api/API_MASTER_REFERENCE.md,json,False,pending,400
ex-3997,docs/api/API_MASTER_REFERENCE.md,text,False,pending,430
ex-3998,docs/api/API_MASTER_REFERENCE.md,python,True,pending,438
ex-3999,docs/api/API_MASTER_REFERENCE.md,python,True,pending,457
ex-4000,docs/api/API_MASTER_REFERENCE.md,python,True,pending,474
ex-4001,docs/api/JAVASCRIPT_INTEGRATION.md,bash,True,pending,7
ex-4002,docs/api/JAVASCRIPT_INTEGRATION.md,typescript,True,pending,30
ex-4003,docs/api/JAVASCRIPT_INTEGRATION.md,typescript,True,pending,147
ex-4004,docs/api/JAVASCRIPT_INTEGRATION.md,typescript,True,pending,165
ex-4005,docs/api/JAVASCRIPT_INTEGRATION.md,typescript,True,pending,201
ex-4006,docs/api/JAVASCRIPT_INTEGRATION.md,typescript,False,pending,234
ex-4007,docs/api/JAVASCRIPT_INTEGRATION.md,typescript,True,pending,268
ex-4008,docs/api/JAVASCRIPT_INTEGRATION.md,typescript,False,pending,295
ex-4009,docs/api/JAVASCRIPT_INTEGRATION.md,typescript,False,pending,341
ex-4010,docs/api/JAVASCRIPT_INTEGRATION.md,typescript,True,pending,381
ex-4011,docs/api/JAVASCRIPT_INTEGRATION.md,typescript,True,pending,436
ex-4012,docs/api/JAVASCRIPT_INTEGRATION.md,typescript,False,pending,462
ex-4013,docs/api/JAVASCRIPT_INTEGRATION.md,typescript,True,pending,493
ex-4014,docs/api/JAVASCRIPT_INTEGRATION.md,typescript,True,pending,516
ex-4015,docs/api/JAVASCRIPT_INTEGRATION.md,typescript,True,pending,540
ex-4016,docs/api/JAVASCRIPT_INTEGRATION.md,typescript,False,pending,567
ex-4017,docs/api/JAVASCRIPT_INTEGRATION.md,typescript,True,pending,628
ex-4018,docs/api/JAVASCRIPT_INTEGRATION.md,typescript,True,pending,683
ex-4019,docs/api/CURL_EXAMPLES.md,bash,True,pending,20
ex-4020,docs/api/CURL_EXAMPLES.md,bash,True,pending,25
ex-4021,docs/api/CURL_EXAMPLES.md,bash,True,pending,30
ex-4022,docs/api/CURL_EXAMPLES.md,bash,True,pending,36
ex-4023,docs/api/CURL_EXAMPLES.md,bash,True,pending,42
ex-4024,docs/api/CURL_EXAMPLES.md,bash,True,pending,52
ex-4025,docs/api/CURL_EXAMPLES.md,bash,True,pending,60
ex-4026,docs/api/CURL_EXAMPLES.md,bash,True,pending,68
ex-4027,docs/api/CURL_EXAMPLES.md,bash,True,pending,78
ex-4028,docs/api/CURL_EXAMPLES.md,bash,True,pending,88
ex-4029,docs/api/CURL_EXAMPLES.md,bash,True,pending,100
ex-4030,docs/api/CURL_EXAMPLES.md,bash,True,pending,112
ex-4031,docs/api/CURL_EXAMPLES.md,bash,True,pending,126
ex-4032,docs/api/CURL_EXAMPLES.md,bash,True,pending,137
ex-4033,docs/api/CURL_EXAMPLES.md,bash,True,pending,146
ex-4034,docs/api/CURL_EXAMPLES.md,bash,True,pending,190
ex-4035,docs/api/CURL_EXAMPLES.md,bash,True,pending,196
ex-4036,docs/api/CURL_EXAMPLES.md,bash,True,pending,202
ex-4037,docs/api/CURL_EXAMPLES.md,bash,True,pending,229
ex-4038,docs/api/CURL_EXAMPLES.md,bash,True,pending,252
ex-4039,docs/api/CURL_EXAMPLES.md,bash,True,pending,258
ex-4040,docs/api/CURL_EXAMPLES.md,bash,True,pending,270
ex-4041,docs/api/CURL_EXAMPLES.md,bash,True,pending,276
ex-4042,docs/api/CURL_EXAMPLES.md,bash,True,pending,291
ex-4043,docs/api/CURL_EXAMPLES.md,bash,False,pending,329
ex-4044,docs/api/CURL_EXAMPLES.md,bash,True,pending,356
ex-4045,docs/api/CURL_EXAMPLES.md,bash,True,pending,374
ex-4046,docs/api/CURL_EXAMPLES.md,bash,True,pending,401
ex-4047,docs/api/CURL_EXAMPLES.md,bash,True,pending,413
ex-4048,docs/api/CURL_EXAMPLES.md,bash,True,pending,424
ex-4049,docs/api/CURL_EXAMPLES.md,bash,False,pending,434
ex-4050,docs/api/CURL_EXAMPLES.md,bash,True,pending,467
ex-4051,docs/api/CURL_EXAMPLES.md,bash,True,pending,520
ex-4052,docs/api/CURL_EXAMPLES.md,bash,True,pending,539
ex-4053,docs/api/CURL_EXAMPLES.md,bash,True,pending,554
ex-4054,docs/api/python-api-reference.md,python,True,pending,32
ex-4055,docs/api/python-api-reference.md,python,False,pending,63
ex-4056,docs/api/python-api-reference.md,python,False,pending,190
ex-4057,docs/api/python-api-reference.md,python,False,pending,261
ex-4058,docs/api/python-api-reference.md,python,False,pending,308
ex-4059,docs/api/python-api-reference.md,python,False,pending,400
ex-4060,docs/api/python-api-reference.md,python,False,pending,439
ex-4061,docs/api/python-api-reference.md,python,False,pending,531
ex-4062,docs/api/python-api-reference.md,python,False,pending,577
ex-4063,docs/api/python-api-reference.md,python,False,pending,671
ex-4064,docs/api/python-api-reference.md,python,False,pending,709
ex-4065,docs/api/python-api-reference.md,python,False,pending,800
ex-4066,docs/api/python-api-reference.md,python,False,pending,818
ex-4067,docs/api/python-api-reference.md,python,False,pending,838
ex-4068,docs/api/python-api-reference.md,python,True,pending,860
ex-4069,docs/api/python-api-reference.md,python,True,pending,926
ex-4070,docs/api/python-api-reference.md,python,True,pending,952
ex-4071,docs/api/python-api-reference.md,python,True,pending,970
ex-4072,docs/api/rag_pipelines.md,python,True,pending,32
ex-4073,docs/api/rag_pipelines.md,python,True,pending,61
ex-4074,docs/api/rag_pipelines.md,python,False,pending,99
ex-4075,docs/api/rag_pipelines.md,python,True,pending,144
ex-4076,docs/api/rag_pipelines.md,python,True,pending,209
ex-4077,docs/api/rag_pipelines.md,python,True,pending,254
ex-4078,docs/api/rag_pipelines.md,python,True,pending,316
ex-4079,docs/api/rag_pipelines.md,python,True,pending,329
ex-4080,docs/api/rag_pipelines.md,python,True,pending,340
ex-4081,docs/api/rag_pipelines.md,python,True,pending,351
ex-4082,docs/api/rag_pipelines.md,python,False,pending,366
ex-4083,docs/api/rag_pipelines.md,python,True,pending,444
ex-4084,docs/api/rag_pipelines.md,python,True,pending,461
ex-4085,docs/api/rag_pipelines.md,python,True,pending,484
ex-4086,docs/api/rag_pipelines.md,python,True,pending,502
ex-4087,docs/api/rag_pipelines.md,bash,True,pending,522
ex-4088,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,20
ex-4089,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,29
ex-4090,docs/api/DATA_TYPES_REFERENCE.md,text,False,pending,39
ex-4091,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,50
ex-4092,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,66
ex-4093,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,79
ex-4094,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,95
ex-4095,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,120
ex-4096,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,129
ex-4097,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,150
ex-4098,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,166
ex-4099,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,187
ex-4100,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,201
ex-4101,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,212
ex-4102,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,241
ex-4103,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,258
ex-4104,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,269
ex-4105,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,281
ex-4106,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,290
ex-4107,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,300
ex-4108,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,315
ex-4109,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,326
ex-4110,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,339
ex-4111,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,355
ex-4112,docs/api/DATA_TYPES_REFERENCE.md,typescript,False,pending,367
ex-4113,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,381
ex-4114,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,395
ex-4115,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,408
ex-4116,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,422
ex-4117,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,436
ex-4118,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,450
ex-4119,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,470
ex-4120,docs/api/DATA_TYPES_REFERENCE.md,text,False,pending,500
ex-4121,docs/api/DATA_TYPES_REFERENCE.md,text,False,pending,505
ex-4122,docs/api/DATA_TYPES_REFERENCE.md,text,False,pending,510
ex-4123,docs/api/DATA_TYPES_REFERENCE.md,typescript,False,pending,532
ex-4124,docs/api/DATA_TYPES_REFERENCE.md,python,False,pending,547
ex-4125,docs/api/DATA_TYPES_REFERENCE.md,typescript,True,pending,564
ex-4126,docs/api/loop_eval.md,json,False,pending,26
ex-4127,docs/api/COMPREHENSIVE_API_REFERENCE.md,text,False,pending,46
ex-4128,docs/api/COMPREHENSIVE_API_REFERENCE.md,bash,True,pending,62
ex-4129,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,67
ex-4130,docs/api/COMPREHENSIVE_API_REFERENCE.md,bash,True,pending,81
ex-4131,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,90
ex-4132,docs/api/COMPREHENSIVE_API_REFERENCE.md,bash,True,pending,98
ex-4133,docs/api/COMPREHENSIVE_API_REFERENCE.md,bash,False,pending,119
ex-4134,docs/api/COMPREHENSIVE_API_REFERENCE.md,bash,True,pending,153
ex-4135,docs/api/COMPREHENSIVE_API_REFERENCE.md,text,False,pending,164
ex-4136,docs/api/COMPREHENSIVE_API_REFERENCE.md,bash,True,pending,195
ex-4137,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,200
ex-4138,docs/api/COMPREHENSIVE_API_REFERENCE.md,bash,True,pending,224
ex-4139,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,229
ex-4140,docs/api/COMPREHENSIVE_API_REFERENCE.md,bash,True,pending,253
ex-4141,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,262
ex-4142,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,269
ex-4143,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,276
ex-4144,docs/api/COMPREHENSIVE_API_REFERENCE.md,bash,True,pending,291
ex-4145,docs/api/COMPREHENSIVE_API_REFERENCE.md,bash,True,pending,298
ex-4146,docs/api/COMPREHENSIVE_API_REFERENCE.md,bash,True,pending,317
ex-4147,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,328
ex-4148,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,337
ex-4149,docs/api/COMPREHENSIVE_API_REFERENCE.md,bash,True,pending,366
ex-4150,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,376
ex-4151,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,384
ex-4152,docs/api/COMPREHENSIVE_API_REFERENCE.md,bash,True,pending,411
ex-4153,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,417
ex-4154,docs/api/COMPREHENSIVE_API_REFERENCE.md,bash,True,pending,436
ex-4155,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,442
ex-4156,docs/api/COMPREHENSIVE_API_REFERENCE.md,bash,True,pending,465
ex-4157,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,470
ex-4158,docs/api/COMPREHENSIVE_API_REFERENCE.md,bash,True,pending,485
ex-4159,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,490
ex-4160,docs/api/COMPREHENSIVE_API_REFERENCE.md,bash,False,pending,512
ex-4161,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,535
ex-4162,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,551
ex-4163,docs/api/COMPREHENSIVE_API_REFERENCE.md,bash,True,pending,574
ex-4164,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,579
ex-4165,docs/api/COMPREHENSIVE_API_REFERENCE.md,bash,True,pending,611
ex-4166,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,616
ex-4167,docs/api/COMPREHENSIVE_API_REFERENCE.md,bash,True,pending,639
ex-4168,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,649
ex-4169,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,657
ex-4170,docs/api/COMPREHENSIVE_API_REFERENCE.md,bash,True,pending,682
ex-4171,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,694
ex-4172,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,704
ex-4173,docs/api/COMPREHENSIVE_API_REFERENCE.md,bash,True,pending,748
ex-4174,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,753
ex-4175,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,774
ex-4176,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,786
ex-4177,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,800
ex-4178,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,813
ex-4179,docs/api/COMPREHENSIVE_API_REFERENCE.md,json,False,pending,831
ex-4180,docs/api/COMPREHENSIVE_API_REFERENCE.md,python,True,pending,860
ex-4181,docs/api/COMPREHENSIVE_API_REFERENCE.md,text,False,pending,887
ex-4182,docs/api/COMPREHENSIVE_API_REFERENCE.md,bash,False,pending,912
ex-4183,docs/api/API_DOCUMENTATION.md,python,True,pending,34
ex-4184,docs/api/API_DOCUMENTATION.md,python,True,pending,90
ex-4185,docs/api/API_DOCUMENTATION.md,python,True,pending,126
ex-4186,docs/api/API_DOCUMENTATION.md,python,True,pending,165
ex-4187,docs/api/API_DOCUMENTATION.md,python,False,pending,202
ex-4188,docs/api/API_DOCUMENTATION.md,python,True,pending,235
ex-4189,docs/api/API_DOCUMENTATION.md,python,True,pending,294
ex-4190,docs/api/API_DOCUMENTATION.md,python,True,pending,323
ex-4191,docs/api/API_DOCUMENTATION.md,python,True,pending,353
ex-4192,docs/api/cli.md,bash,True,pending,31
ex-4193,docs/api/governance-api-reference.md,text,False,pending,40
ex-4194,docs/api/governance-api-reference.md,python,True,pending,123
ex-4195,docs/api/governance-api-reference.md,python,True,pending,144
ex-4196,docs/api/governance-api-reference.md,text,False,pending,162
ex-4197,docs/api/governance-api-reference.md,python,True,pending,199
ex-4198,docs/api/governance-api-reference.md,text,False,pending,289
ex-4199,docs/api/governance-api-reference.md,text,False,pending,300
ex-4200,docs/api/governance-api-reference.md,python,True,pending,314
ex-4201,docs/api/governance-api-reference.md,python,True,pending,335
ex-4202,docs/api/governance-api-reference.md,python,True,pending,351
ex-4203,docs/api/governance-api-reference.md,mermaid,True,pending,365
ex-4204,docs/api/governance-api-reference.md,mermaid,True,pending,392
ex-4205,docs/api/governance-api-reference.md,mermaid,True,pending,411
ex-4206,docs/api/governance-api-reference.md,text,False,pending,447
ex-4207,docs/api/governance-api-reference.md,text,False,pending,467
ex-4208,docs/api/governance-api-reference.md,text,False,pending,489
ex-4209,docs/api/governance-api-reference.md,text,False,pending,515
ex-4210,docs/api/governance-api-reference.md,text,False,pending,535
ex-4211,docs/api/governance-api-reference.md,python,False,pending,559
ex-4212,docs/api/governance-api-reference.md,python,True,pending,612
ex-4213,docs/api/index.md,bash,True,pending,18
ex-4214,docs/api/index.md,python,True,pending,41
ex-4215,docs/api/index.md,bash,True,pending,111
ex-4216,docs/api/index.md,bash,True,pending,128
ex-4217,docs/api/index.md,bash,True,pending,147
ex-4218,docs/api/index.md,python,False,pending,227
ex-4219,docs/api/index.md,bash,True,pending,259
ex-4220,docs/api/index.md,bash,True,pending,284
ex-4221,docs/api/index.md,python,True,pending,308
ex-4222,docs/api/api_endpoints.md,json,False,pending,22
ex-4223,docs/api/api_endpoints.md,json,False,pending,35
ex-4224,docs/api/api_endpoints.md,json,False,pending,49
ex-4225,docs/api/api_endpoints.md,json,False,pending,58
ex-4226,docs/api/api_endpoints.md,bash,True,pending,94
ex-4227,docs/api/PYTHON_INTEGRATION.md,bash,True,pending,7
ex-4228,docs/api/PYTHON_INTEGRATION.md,python,True,pending,28
ex-4229,docs/api/PYTHON_INTEGRATION.md,python,True,pending,69
ex-4230,docs/api/PYTHON_INTEGRATION.md,python,True,pending,87
ex-4231,docs/api/PYTHON_INTEGRATION.md,python,True,pending,119
ex-4232,docs/api/PYTHON_INTEGRATION.md,python,False,pending,149
ex-4233,docs/api/PYTHON_INTEGRATION.md,python,True,pending,172
ex-4234,docs/api/PYTHON_INTEGRATION.md,python,False,pending,200
ex-4235,docs/api/PYTHON_INTEGRATION.md,python,False,pending,236
ex-4236,docs/api/PYTHON_INTEGRATION.md,python,True,pending,266
ex-4237,docs/api/PYTHON_INTEGRATION.md,python,False,pending,302
ex-4238,docs/api/PYTHON_INTEGRATION.md,python,True,pending,339
ex-4239,docs/api/PYTHON_INTEGRATION.md,python,False,pending,365
ex-4240,docs/api/PYTHON_INTEGRATION.md,python,True,pending,398
ex-4241,docs/api/PYTHON_INTEGRATION.md,python,False,pending,429
ex-4242,docs/api/PYTHON_INTEGRATION.md,python,False,pending,479
ex-4243,docs/api/PYTHON_INTEGRATION.md,python,False,pending,508
ex-4244,docs/api/PYTHON_INTEGRATION.md,python,False,pending,537
ex-4245,docs/api/PYTHON_INTEGRATION.md,python,False,pending,591
ex-4246,docs/api/PYTHON_INTEGRATION.md,python,True,pending,624
ex-4247,docs/contributing/CODE_QUALITY_IMPORT_GUIDELINES.md,python,True,pending,29
ex-4248,docs/contributing/CODE_QUALITY_IMPORT_GUIDELINES.md,python,False,pending,73
ex-4249,docs/contributing/CODE_QUALITY_IMPORT_GUIDELINES.md,toml,True,pending,91
ex-4250,docs/contributing/CODE_QUALITY_IMPORT_GUIDELINES.md,python,True,pending,104
ex-4251,docs/contributing/CODE_QUALITY_IMPORT_GUIDELINES.md,toml,True,pending,124
ex-4252,docs/contributing/CODE_QUALITY_IMPORT_GUIDELINES.md,python,True,pending,138
ex-4253,docs/contributing/CODE_QUALITY_IMPORT_GUIDELINES.md,python,True,pending,167
ex-4254,docs/contributing/CODE_QUALITY_IMPORT_GUIDELINES.md,python,True,pending,190
ex-4255,docs/contributing/CODE_QUALITY_IMPORT_GUIDELINES.md,python,True,pending,218
ex-4256,docs/contributing/CODE_QUALITY_IMPORT_GUIDELINES.md,python,False,pending,230
ex-4257,docs/contributing/CODE_QUALITY_IMPORT_GUIDELINES.md,python,True,pending,241
ex-4258,docs/contributing/CODE_QUALITY_IMPORT_GUIDELINES.md,yaml,False,pending,254
ex-4259,docs/contributing/CODE_QUALITY_IMPORT_GUIDELINES.md,python,True,pending,271
ex-4260,docs/contributing/CODE_QUALITY_IMPORT_GUIDELINES.md,toml,True,pending,302
ex-4261,docs/contributing/CODE_QUALITY_IMPORT_GUIDELINES.md,yaml,False,pending,321
ex-4262,docs/contributing/CODE_QUALITY_IMPORT_GUIDELINES.md,python,True,pending,348
ex-4263,docs/contributing/CODE_QUALITY_IMPORT_GUIDELINES.md,python,True,pending,361
ex-4264,docs/contributing/CODE_QUALITY_IMPORT_GUIDELINES.md,bash,True,pending,386
ex-4265,docs/contributing/contributor_notes.md,bash,True,pending,17
ex-4266,docs/contributing/contributor_notes.md,bash,True,pending,36
ex-4267,docs/contributing/contributor_notes.md,bash,True,pending,52
ex-4268,docs/contributing/contributor_notes.md,text,False,pending,89
ex-4269,docs/contributing/contributor_notes.md,python,True,pending,151
ex-4270,docs/contributing/contributor_notes.md,python,True,pending,157
ex-4271,docs/contributing/contributor_notes.md,python,True,pending,181
ex-4272,docs/infrastructure/README.md,text,False,pending,19
ex-4273,docs/infrastructure/COMPONENTS_REFERENCE.md,yaml,False,pending,40
ex-4274,docs/infrastructure/COMPONENTS_REFERENCE.md,text,False,pending,62
ex-4275,docs/infrastructure/COMPONENTS_REFERENCE.md,yaml,False,pending,81
ex-4276,docs/infrastructure/COMPONENTS_REFERENCE.md,yaml,False,pending,101
ex-4277,docs/infrastructure/COMPONENTS_REFERENCE.md,text,False,pending,116
ex-4278,docs/infrastructure/COMPONENTS_REFERENCE.md,yaml,False,pending,140
ex-4279,docs/infrastructure/COMPONENTS_REFERENCE.md,yaml,False,pending,160
ex-4280,docs/infrastructure/COMPONENTS_REFERENCE.md,yaml,False,pending,180
ex-4281,docs/infrastructure/COMPONENTS_REFERENCE.md,yaml,False,pending,201
ex-4282,docs/infrastructure/COMPONENTS_REFERENCE.md,yaml,False,pending,229
ex-4283,docs/infrastructure/COMPONENTS_REFERENCE.md,yaml,False,pending,247
ex-4284,docs/infrastructure/COMPONENTS_REFERENCE.md,yaml,False,pending,280
ex-4285,docs/infrastructure/COMPONENTS_REFERENCE.md,text,False,pending,315
ex-4286,docs/infrastructure/COMPONENTS_REFERENCE.md,yaml,False,pending,340
ex-4287,docs/infrastructure/COMPONENTS_REFERENCE.md,yaml,False,pending,367
ex-4288,docs/infrastructure/COMPONENTS_REFERENCE.md,yaml,False,pending,397
ex-4289,docs/infrastructure/COMPONENTS_REFERENCE.md,yaml,False,pending,437
ex-4290,docs/infrastructure/COMPONENTS_REFERENCE.md,yaml,False,pending,464
ex-4291,docs/infrastructure/COMPONENTS_REFERENCE.md,yaml,False,pending,488
ex-4292,docs/infrastructure/COMPONENTS_REFERENCE.md,yaml,False,pending,519
ex-4293,docs/infrastructure/COMPONENTS_REFERENCE.md,yaml,False,pending,559
ex-4294,docs/infrastructure/COMPONENTS_REFERENCE.md,yaml,False,pending,598
ex-4295,docs/infrastructure/COMPONENTS_REFERENCE.md,yaml,False,pending,621
ex-4296,docs/infrastructure/COMPONENTS_REFERENCE.md,yaml,False,pending,663
ex-4297,docs/infrastructure/COMPONENTS_REFERENCE.md,yaml,False,pending,684
ex-4298,docs/infrastructure/COMPONENTS_REFERENCE.md,yaml,False,pending,716
ex-4299,docs/infrastructure/COMPONENTS_REFERENCE.md,text,False,pending,750
ex-4300,docs/infrastructure/COMPONENTS_REFERENCE.md,text,False,pending,769
ex-4301,docs/infrastructure/ARCHITECTURE.md,text,False,pending,26
ex-4302,docs/infrastructure/ARCHITECTURE.md,text,False,pending,80
ex-4303,docs/infrastructure/ARCHITECTURE.md,text,False,pending,118
ex-4304,docs/infrastructure/ARCHITECTURE.md,text,False,pending,147
ex-4305,docs/infrastructure/ARCHITECTURE.md,text,False,pending,165
ex-4306,docs/infrastructure/ARCHITECTURE.md,text,False,pending,190
ex-4307,docs/infrastructure/ARCHITECTURE.md,text,False,pending,209
ex-4308,docs/infrastructure/ARCHITECTURE.md,text,False,pending,229
ex-4309,docs/infrastructure/ARCHITECTURE.md,text,False,pending,272
ex-4310,docs/infrastructure/ARCHITECTURE.md,text,False,pending,311
ex-4311,docs/infrastructure/ARCHITECTURE.md,text,False,pending,347
ex-4312,docs/infrastructure/ARCHITECTURE.md,text,False,pending,383
ex-4313,docs/infrastructure/ARCHITECTURE.md,text,False,pending,394
ex-4314,docs/infrastructure/ARCHITECTURE.md,text,False,pending,405
ex-4315,docs/infrastructure/ARCHITECTURE.md,text,False,pending,420
ex-4316,docs/infrastructure/ARCHITECTURE.md,text,False,pending,454
ex-4317,docs/infrastructure/TECHNICAL_REFERENCE.md,bash,True,pending,37
ex-4318,docs/infrastructure/TECHNICAL_REFERENCE.md,json,False,pending,43
ex-4319,docs/infrastructure/TECHNICAL_REFERENCE.md,bash,False,pending,60
ex-4320,docs/infrastructure/TECHNICAL_REFERENCE.md,text,False,pending,70
ex-4321,docs/infrastructure/TECHNICAL_REFERENCE.md,json,False,pending,81
ex-4322,docs/infrastructure/TECHNICAL_REFERENCE.md,text,False,pending,111
ex-4323,docs/infrastructure/TECHNICAL_REFERENCE.md,json,False,pending,116
ex-4324,docs/infrastructure/TECHNICAL_REFERENCE.md,text,False,pending,142
ex-4325,docs/infrastructure/TECHNICAL_REFERENCE.md,json,False,pending,148
ex-4326,docs/infrastructure/TECHNICAL_REFERENCE.md,text,False,pending,167
ex-4327,docs/infrastructure/TECHNICAL_REFERENCE.md,json,False,pending,173
ex-4328,docs/infrastructure/TECHNICAL_REFERENCE.md,json,False,pending,189
ex-4329,docs/infrastructure/TECHNICAL_REFERENCE.md,text,False,pending,206
ex-4330,docs/infrastructure/TECHNICAL_REFERENCE.md,json,False,pending,212
ex-4331,docs/infrastructure/TECHNICAL_REFERENCE.md,json,False,pending,225
ex-4332,docs/infrastructure/TECHNICAL_REFERENCE.md,text,False,pending,249
ex-4333,docs/infrastructure/TECHNICAL_REFERENCE.md,json,False,pending,254
ex-4334,docs/infrastructure/TECHNICAL_REFERENCE.md,text,False,pending,275
ex-4335,docs/infrastructure/TECHNICAL_REFERENCE.md,json,False,pending,280
ex-4336,docs/infrastructure/TECHNICAL_REFERENCE.md,bash,True,pending,308
ex-4337,docs/infrastructure/TECHNICAL_REFERENCE.md,bash,False,pending,316
